 0.963309  0.169914 -0.861677
-0.079085 -0.132538  0.331498
 0.454465  0.412076  0.252319
 0.669037  0.145297 -1.001771
-0.068199 -0.400171  0.548579
 0.781843  0.156025 -0.890939
-0.122163  0.854994 -0.134067
-0.358800  0.252551  0.547099
 0.849491 -0.410810  0.582498
 0.260417 -0.685199  0.726720
 1.061494  0.294333 -1.202072
 0.710548 -0.262140 -0.578890
-0.471457 -0.150073  0.454264
-0.024807  0.877650  0.365678
 0.949441  0.152766 -0.963269
-0.795568  0.015482 -0.440087
-0.511561  0.197255 -1.089343
 0.977295  0.004386 -0.775128
-0.506791  0.385494  0.435691
-0.004130  0.641542  0.509483
-0.481959  0.209897 -0.804997
 0.916482 -0.021845 -0.777679
 0.794571 -0.388060  0.693933
-0.711897  0.152711 -0.544859
-0.582241  0.309171 -0.717914
 0.750763 -0.005532 -1.092963
-1.008233  0.154330 -0.703583
-0.449325 -0.069268  0.837850
 0.499936 -0.362608  1.058368
-0.050310 -0.512775  0.545052
-0.785854  0.333627 -0.468454
-0.014145 -0.495547  0.586661
 1.164378  0.126313 -1.271281
-0.264197  0.077553  1.008386
 0.705035  0.897836  0.243899
 0.194002  0.956952  0.022806
 0.392202  0.154957 -0.525629
-0.144305  0.505076 -1.007070
 0.636763 -0.464186  0.381365
-0.615353  0.228383 -0.621657
 1.121423  0.093905 -0.981460
 0.838861  0.365495 -0.870044
-0.802591  0.236012 -0.545220
 0.101752  0.768993  0.212917
-0.497699  0.550841 -0.525124
 0.754546  0.060811 -0.651467
 0.224611  0.764277  0.404116
-0.400211  0.388602 -1.075202
 0.649099  0.412059 -1.128353
 0.548415 -0.463979  1.009177
-0.503410  0.477080 -0.598120
 1.019280  0.049869 -0.592515
 0.334269  1.026125  0.490494
 0.185014  0.333033  0.422579
-0.580936 -0.396834  0.949950
 0.815009  0.222793 -0.302438
 0.268722  1.048569  0.345360
 0.027792  0.928551  0.289891
-0.123496 -0.201980  0.525599
 0.356639 -0.632507  0.818435
-0.510631 -0.036538  0.213630
 0.340467  0.919987  0.663044
-0.401299  0.058715 -0.882052
 1.070941 -0.230801  0.956228
-0.364272 -0.050148  0.383511
-0.153390 -0.170976  0.721286
-0.368423 -0.088810  0.699844
 0.800386  0.144866 -0.823454
 0.227295  0.592606  0.202978
 0.836023 -0.435309  0.901914
-0.378849 -0.161709  0.276238
-0.648104  0.272907 -0.771235
-0.738882  0.214677 -0.606720
 0.127358  0.813823  0.184787
 0.261365  0.903655  0.280968
 0.831869  0.002618 -0.940287
-0.612402 -0.382898  0.627787
-0.802026  0.356286 -0.862916
 0.161378  0.682674  0.477535
 0.102783  0.565525  0.182864
-0.521573  0.045373  0.441626
-0.001235 -0.399868  0.996515
 0.701612 -0.972827  0.603918
 0.495315 -0.451060  0.945568
 0.728710  0.112984 -0.566057
 0.771096 -0.486779  0.753263
 0.537331 -0.440647  0.743644
 0.454661  0.734662  0.032333
-0.289289 -0.123695  0.547933
-0.394611  0.544572 -0.396969
 0.089438  0.847782  0.258928
 1.136100 -0.112427 -0.790946
 0.727502  0.105662 -0.913673
 0.571754 -0.160459  0.768473
-0.971215  0.276980 -0.658846
-0.880100  0.021347 -0.717505
 0.640581 -0.495010  1.005648
-0.298833  0.230520 -0.594535
-0.434014 -0.363716  0.477923
 0.446808 -0.736909  0.722592
 0.349490  0.506417  0.385710
-0.635509  0.681116 -0.205286
-0.335633 -0.249050  0.637094
-0.131196  0.979000  0.683384
-0.487236 -0.407007  0.636637
-0.655186  0.656364 -0.610729
-0.530071  0.125875 -0.703898
 0.227048  0.835539  0.279887
 0.855897  0.069555 -0.661909
-0.839609  0.219231 -0.722253
-0.180768 -0.270484  0.813354
 0.442923  0.606927  0.690237
 0.188956  0.729694  0.533860
-0.644643  0.288494 -0.743042
 0.081526  0.569954  0.387361
-0.402787  0.256468 -0.565693
 0.676217 -0.510685  0.949114
 1.362892  0.323992 -0.878803
 0.544036 -0.460059  1.005576
-0.110425 -0.056311  0.772454
-0.590512 -0.061525  0.282480
 0.051767  0.434685 -0.080732
 1.031080  0.006242 -0.906976
-0.224387 -0.307981  0.446794
 0.281165  0.183907  0.554947
-0.889124  0.216709 -0.713500
 0.479792 -0.329103  1.188921
 0.267651  1.069888  0.012591
-0.486939 -0.268092  0.678916
 1.038145  0.047886 -0.722124
 1.158314 -0.018522 -0.720081
 0.164012  0.543974  0.244692
-0.352902  0.094676  0.757143
 0.480354 -0.012236 -0.490189
 0.930824  0.214437 -0.573232
 0.353936  0.999771  0.382616
-0.484887 -0.141910  0.865779
 0.687267 -0.042816 -0.695990
-0.648806  0.167704 -0.633837
 1.145806 -0.216173 -0.958122
-0.464595  0.078494  0.774789
 0.785752  0.214346 -0.597293
-0.353775 -0.271743  0.596115
-0.080673 -0.348087  0.810525
 0.457450  0.611456  0.277843
 0.384086  1.223012  0.280224
-0.541246  0.489010 -0.576426
 1.082619 -0.406747  0.765688
 1.039438 -0.134930 -1.042434
 0.825759 -0.537382  0.745920
 0.481632 -0.611594  0.654212
 0.776754 -0.631567  1.039821
 1.074652  0.248025 -0.827642
-0.658787 -0.149971  0.230537
-0.479618 -0.216331  0.583554
-0.977434  0.215082 -0.794145
 0.011795 -0.671900  0.372228
 0.535724  0.488022 -0.829502
 0.498317 -0.349989  0.836071
-0.160947 -0.114803  0.629818
 0.349370 -0.376472  0.727607
-0.445519 -0.236775  0.699366
 0.931221  0.233244 -0.744983
-0.759591  0.339837 -0.705695
-0.621244  0.011824 -0.794755
-0.640956 -0.499952  0.858732
 0.365066  0.772261  0.205128
 1.277969  0.011737 -0.453577
-0.510448  0.013011  0.263560
-0.504672 -0.514467  0.615741
-0.717841  0.301346 -0.735744
-0.626693 -0.103920  0.929985
 0.799629  0.051487 -0.626790
-0.116812 -0.059775  0.587945
 0.912735  0.238801 -0.789845
-0.669857  0.093462 -0.673608
-0.368369 -0.091232  0.330689
 0.316815  1.039829  0.168559
 0.534456  1.113252  0.682149
-0.513766  0.671797 -0.879700
-0.114764 -0.085805  0.585706
-0.099825  0.666615  0.366160
-0.558282  0.032874  0.712688
-0.705306  0.246109 -0.754301
-0.422275 -0.351271  0.768546
 0.915571 -0.557035  0.789360
 0.704229 -0.653815  0.859858
 0.979197 -0.129965 -0.556868
 0.430995  0.543300  0.356931
 0.125682  0.865639  0.156392
 1.095252  0.043944 -0.718209
 0.730610 -0.672613  0.898704
-0.601658  0.403963 -0.596837
